station_abbr,reference_timestamp,ths2dymn,ths2dymx,ths200m0,th9120mv,th91dnmv,th91dxmv,ths00nm0,pva2hsm0,ths25xm0,pv9120mv,ths00xm0,ths20nm0,thl200mx,phsstam0,thl200mn,ph9120mv,ths30xm0,xhs000m0,fhs010m0,fh9120mv,rhs001m0,ths35xm0,rhs150m0,rh9120mv,ghs000m0,gh9120mv,shs000m0,sh9120mv,xhs00om0,xhs012m0
SIO,01.02.1921 00:00,,,1.1,-1.2,,,,,,,,,,,,,,,,,,,8.5,21,,,9363.0,119.0,,
SIO,01.03.1921 00:00,,,6.8,-0.4,,,,,,,,,,,,,,,,,,,9.8,27,,,12739.0,113.0,,
SIO,01.04.1921 00:00,,,8.6,-2.7,,,,,,,,,,,,,,,,,,,14.4,43,,,11784.0,94.0,,
SIO,01.05.1921 00:00,,,15.1,-0.2,,,,,,,,,,,,,,,,,,,27.9,54,,,11951.0,87.0,,
SIO,01.06.1921 00:00,,,17.9,-1.1,,,,,,,,,,,,,,,,,,,19.0,39,,,17234.0,113.0,,
SIO,01.07.1921 00:00,,,21.1,0.5,,,,,,,,,,,,,,,,,,,8.0,13,,,19343.0,119.0,,
SIO,01.08.1921 00:00,,,18.0,-1.9,,,,,,,,,,,,,,,,,,,60.9,102,,,16037.0,107.0,,
SIO,01.09.1921 00:00,,,15.8,0.1,,,,,,,,,,,,,,,,,,,34.9,93,,,14712.0,118.0,,
SIO,01.10.1921 00:00,,,11.4,0.7,,,,,,,,,,,,,,,,,,,5.9,14,,,13718.0,143.0,,
SIO,01.11.1921 00:00,,,1.2,-3.8,,,,,,,,,,,,,,,,,,,22.2,44,,,7704.0,134.0,,
SIO,01.12.1921 00:00,,,-0.5,-1.4,,,,,,,,,,,,,,,,,,,11.9,18,,,3791.0,92.0,,
SIO,01.01.1922 00:00,,,-1.9,-2.4,,,,,,,,,,,,,,,,,,,130.1,251,,,3186.0,57.0,,
SIO,01.02.1922 00:00,,,1.1,-1.2,,,,,,,,,,,,,,,,,,,52.4,130,,,5430.0,69.0,,
SIO,01.03.1922 00:00,,,5.9,-1.3,,,,,,,,,,,,,,,,,,,41.2,112,,,7730.0,69.0,,
SIO,01.04.1922 00:00,,,6.3,-5.0,,,,,,,,,,,,,,,,,,,167.8,498,,,6164.0,49.0,,
SIO,01.05.1922 00:00,,,15.9,0.6,,,,,,,,,,,,,,,,,,,16.5,32,,,17621.0,128.0,,
SIO,01.06.1922 00:00,,,17.1,-1.9,,,,,,,,,,,,,,,,,,,47.0,98,,,14721.0,97.0,,
SIO,01.07.1922 00:00,,,16.7,-3.9,,,,,,,,,,,,,,,,,,,82.9,134,,,14884.0,91.0,,
SIO,01.08.1922 00:00,,,16.8,-3.1,,,,,,,,,,,,,,,,,,,85.8,144,,,15417.0,103.0,,
SIO,01.09.1922 00:00,,,11.3,-4.4,,,,,,,,,,,,,,,,,,,51.0,136,,,9336.0,75.0,,
SIO,01.10.1922 00:00,,,7.4,-3.3,,,,,,,,,,,,,,,,,,,43.8,102,,,5680.0,59.0,,
SIO,01.11.1922 00:00,,,1.0,-4.0,,,,,,,,,,,,,,,,,,,100.4,199,,,6447.0,112.0,,
SIO,01.12.1922 00:00,,,-1.5,-2.4,,,,,,,,,,,,,,,,,,,69.0,102,,,4290.0,105.0,,
SIO,01.01.1923 00:00,,,-3.4,-3.9,,,,,,,,,,,,,,,,,,,13.5,26,,,4685.0,84.0,,
SIO,01.02.1923 00:00,,,1.9,-0.4,,,,,,,,,,,,,,,,,,,48.9,121,,,3892.0,50.0,,
SIO,01.03.1923 00:00,,,5.6,-1.6,,,,,,,,,,,,,,,,,,,17.6,48,,,10313.0,91.0,,
SIO,01.04.1923 00:00,,,9.7,-1.6,,,,,,,,,,,,,,,,,,,15.7,47,,,9923.0,79.0,,
SIO,01.05.1923 00:00,,,13.3,-2.0,,,,,,,,,,,,,,,,,,,66.4,128,,,14843.0,108.0,,
SIO,01.06.1923 00:00,,,13.9,-5.1,,,,,,,,,,,,,,,,,,,16.6,34,,,12124.0,79.0,,
SIO,01.07.1923 00:00,,,20.9,0.3,,,,,,,,,,,,,,,,,,,27.2,44,,,17962.0,110.0,,
SIO,01.08.1923 00:00,,,18.4,-1.5,,,,,,,,,,,,,,,,,,,39.9,67,,,18758.0,125.0,,
SIO,01.09.1923 00:00,,,13.4,-2.3,,,,,,,,,,,,,,,,,,,27.6,73,,,12567.0,101.0,,
SIO,01.10.1923 00:00,,,10.0,-0.7,,,,,,,,,,,,,,,,,,,93.7,219,,,7239.0,76.0,,
SIO,01.11.1923 00:00,,,3.9,-1.1,,,,,,,,,,,,,,,,,,,62.7,124,,,4393.0,77.0,,
SIO,01.12.1923 00:00,,,-1.1,-2.0,,,,,,,,,,,,,,,,,,,173.5,256,,,2437.0,59.0,,
SIO,01.01.1924 00:00,,,-1.8,-2.3,,,,,,,,,,,,,,,,,,,13.9,27,,,5090.0,91.0,,
SIO,01.02.1924 00:00,,,-1.2,-3.5,,,,,,,,,,,,,,,,,,,4.4,11,,,8180.0,104.0,,
SIO,01.03.1924 00:00,,,5.1,-2.1,,,,,,,,,,,,,,,,,,,23.2,63,,,11103.0,98.0,,
SIO,01.04.1924 00:00,,,9.2,-2.1,,,,,,,,,,,,,,,,,,,60.9,181,,,10493.0,83.0,,
SIO,01.05.1924 00:00,,,14.2,-1.1,,,,,,,,,,,,,,,,,,,64.0,123,,,12233.0,89.0,,
SIO,01.06.1924 00:00,,,16.6,-2.4,,,,,,,,,,,,,,,,,,,46.0,95,,,15252.0,100.0,,
SIO,01.07.1924 00:00,,,18.0,-2.6,,,,,,,,,,,,,,,,,,,33.8,55,,,15267.0,94.0,,
SIO,01.08.1924 00:00,,,14.5,-5.4,,,,,,,,,,,,,,,,,,,52.6,88,,,12081.0,81.0,,
SIO,01.09.1924 00:00,,,13.8,-1.9,,,,,,,,,,,,,,,,,,,50.5,134,,,12320.0,99.0,,
SIO,01.10.1924 00:00,,,8.5,-2.2,,,,,,,,,,,,,,,,,,,91.7,214,,,10308.0,108.0,,
SIO,01.11.1924 00:00,,,3.9,-1.1,,,,,,,,,,,,,,,,,,,14.4,29,,,8065.0,141.0,,
SIO,01.12.1924 00:00,,,-0.1,-1.0,,,,,,,,,,,,,,,,,,,8.8,13,,,6993.0,170.0,,
SIO,01.01.1925 00:00,,,0.8,0.3,,,,,,,,,,,,,,,,,,,7.2,14,,,7310.0,130.0,,
SIO,01.02.1925 00:00,,,2.6,0.3,,,,,,,,,,,,,,,,,,,32.6,81,,,7167.0,91.0,,
SIO,01.03.1925 00:00,,,2.7,-4.5,,,,,,,,,,,,,,,,,,,2.9,8,,,9458.0,84.0,,
SIO,01.04.1925 00:00,,,9.3,-2.0,,,,,,,,,,,,,,,,,,,43.5,129,,,8251.0,65.0,,
SIO,01.05.1925 00:00,,,13.5,-1.8,,,,,,,,,,,,,,,,,,,25.9,50,,,12357.0,90.0,,
SIO,01.06.1925 00:00,,,18.2,-0.8,,,,,,,,,,,,,,,,,,,13.2,27,,,18985.0,124.0,,
SIO,01.07.1925 00:00,,,17.8,-2.8,,,,,,,,,,,,,,,,,,,40.8,66,,,14425.0,89.0,,
SIO,01.08.1925 00:00,,,16.7,-3.2,,,,,,,,,,,,,,,,,,,67.4,113,,,15253.0,102.0,,
SIO,01.09.1925 00:00,,,11.6,-4.1,,,,,,,,,,,,,,,,,,,56.0,149,,,11912.0,96.0,,
SIO,01.10.1925 00:00,,,9.5,-1.2,,,,,,,,,,,,,,,,,,,10.0,23,,,11177.0,117.0,,
SIO,01.11.1925 00:00,,,1.4,-3.6,,,,,,,,,,,,,,,,,,,42.6,85,,,4352.0,76.0,,
SIO,01.12.1925 00:00,,,-2.3,-3.2,,,,,,,,,,,,,,,,,,,144.8,214,,,4198.0,102.0,,
SIO,01.01.1926 00:00,,,-0.4,-0.9,,,,,,,,,,,,,,,,,,,63.6,123,,,5091.0,91.0,,
SIO,01.02.1926 00:00,,,5.5,3.2,,,,,,,,,,,,,,,,,,,42.6,105,,,6102.0,78.0,,
SIO,01.03.1926 00:00,,,5.9,-1.3,,,,,,,,,,,,,,,,,,,47.2,128,,,9858.0,87.0,,
SIO,01.04.1926 00:00,,,9.9,-1.4,,,,,,,,,,,,,,,,,,,59.8,177,,,12379.0,98.0,,
SIO,01.05.1926 00:00,,,11.8,-3.5,,,,,,,,,,,,,,,,,,,104.2,200,,,10918.0,79.0,,
SIO,01.06.1926 00:00,,,14.3,-4.7,,,,,,,,,,,,,,,,,,,46.6,97,,,11220.0,74.0,,
SIO,01.07.1926 00:00,,,17.5,-3.1,,,,,,,,,,,,,,,,,,,40.5,65,,,13295.0,82.0,,
SIO,01.08.1926 00:00,,,17.6,-2.3,,,,,,,,,,,,,,,,,,,43.5,73,,,19203.0,128.0,,
SIO,01.09.1926 00:00,,,15.9,0.2,,,,,,,,,,,,,,,,,,,41.4,110,,,15372.0,123.0,,
SIO,01.10.1926 00:00,,,9.0,-1.7,,,,,,,,,,,,,,,,,,,92.4,216,,,7737.0,81.0,,
SIO,01.11.1926 00:00,,,6.2,1.2,,,,,,,,,,,,,,,,,,,47.8,95,,,5889.0,103.0,,
SIO,01.12.1926 00:00,,,-2.6,-3.5,,,,,,,,,,,,,,,,,,,15.4,23,,,6194.0,151.0,,
SIO,01.01.1927 00:00,,,-0.7,-1.2,,,,,,,,,,,,,,,,,,,23.8,46,,,4206.0,75.0,,
SIO,01.02.1927 00:00,,,0.3,-2.0,,,,,,,,,,,,,,,,,,,34.7,86,,,7831.0,100.0,,
SIO,01.03.1927 00:00,,,5.6,-1.6,,,,,,,,,,,,,,,,,,,59.4,161,,,7445.0,66.0,,
SIO,01.04.1927 00:00,,,9.5,-1.8,,,,,,,,,,,,,,,,,,,65.2,193,,,10677.0,85.0,,
SIO,01.05.1927 00:00,,,15.2,-0.1,,,,,,,,,,,,,,,,,,,12.2,23,,,16093.0,117.0,,
SIO,01.06.1927 00:00,,,16.1,-2.9,,,,,,,,,,,,,,,,,,,78.0,162,,,14093.0,92.0,,
SIO,01.07.1927 00:00,,,17.9,-2.7,,,,,,,,,,,,,,,,,,,83.3,135,,,13863.0,85.0,,
SIO,01.08.1927 00:00,,,16.2,-3.7,,,,,,,,,,,,,,,,,,,112.0,188,,,13152.0,88.0,,
SIO,01.09.1927 00:00,,,13.3,-2.4,,,,,,,,,,,,,,,,,,,77.9,207,,,8225.0,66.0,,
SIO,01.10.1927 00:00,,,8.5,-2.2,,,,,,,,,,,,,,,,,,,14.0,33,,,11691.0,122.0,,
SIO,01.11.1927 00:00,,,4.1,-0.9,,,,,,,,,,,,,,,,,,,21.3,42,,,5121.0,89.0,,
SIO,01.12.1927 00:00,,,-0.3,-1.2,,,,,,,,,,,,,,,,,,,39.7,59,,,3197.0,78.0,,
SIO,01.01.1928 00:00,,,0.0,-0.5,,,,,,,,,,,,,,,,,,,36.8,71,,,5427.0,97.0,,
SIO,01.02.1928 00:00,,,2.5,0.2,,,,,,,,,,,,,,,,,,,84.7,210,,,8952.0,114.0,,
SIO,01.03.1928 00:00,,,6.4,-0.8,,,,,,,,,,,,,,,,,,,17.7,48,,,7884.0,70.0,,
SIO,01.04.1928 00:00,,,9.2,-2.1,,,,,,,,,,,,,,,,,,,51.5,153,,,9741.0,77.0,,
SIO,01.05.1928 00:00,,,11.7,-3.6,,,,,,,,,,,,,,,,,,,37.6,72,,,11797.0,86.0,,
SIO,01.06.1928 00:00,,,16.9,-2.1,,,,,,,,,,,,,,,,,,,41.3,86,,,14384.0,94.0,,
SIO,01.07.1928 00:00,,,21.8,1.2,,,,,,,,,,,,,,,,,,,12.3,20,,,22048.0,135.0,,
SIO,01.08.1928 00:00,,,19.3,-0.6,,,,,,,,,,,,,,,,,,,63.2,106,,,15499.0,103.0,,
SIO,01.09.1928 00:00,,,13.9,-1.8,,,,,,,,,,,,,,,,,,,75.4,201,,,10373.0,83.0,,
SIO,01.10.1928 00:00,,,8.3,-2.4,,,,,,,,,,,,,,,,,,,91.1,213,,,8759.0,91.0,,
SIO,01.11.1928 00:00,,,4.4,-0.6,,,,,,,,,,,,,,,,,,,108.3,215,,,4098.0,72.0,,
SIO,01.12.1928 00:00,,,-1.9,-2.8,,,,,,,,,,,,,,,,,,,31.3,46,,,4495.0,110.0,,
SIO,01.01.1929 00:00,,,-4.5,-5.0,,,,,,,,,,,,,,,,,,,5.9,11,,,6311.0,113.0,,
SIO,01.02.1929 00:00,,,-4.1,-6.4,,,,,,,,,,,,,,,,,,,7.1,18,,,7831.0,100.0,,
SIO,01.03.1929 00:00,,,5.4,-1.8,,,,,,,,,,,,,,,,,,,6.6,18,,,15491.0,137.0,,
SIO,01.04.1929 00:00,,,6.9,-4.4,,,,,,,,,,,,,,,,,,,78.5,233,,,12133.0,96.0,,
SIO,01.05.1929 00:00,,,14.3,-1.0,,,,,,,,,,,,,,,,,,,25.9,50,,,15803.0,115.0,,
SIO,01.06.1929 00:00,,,17.3,-1.7,,,,,,,,,,,,,,,,,,,107.4,223,,,14960.0,98.0,,
SIO,01.07.1929 00:00,,,19.0,-1.6,,,,,,,,,,,,,,,,,,,49.2,79,,,16973.0,104.0,,
SIO,01.08.1929 00:00,,,17.4,-2.5,,,,,,,,,,,,,,,,,,,66.7,112,,,13943.0,93.0,,
SIO,01.09.1929 00:00,,,16.7,1.0,,,,,,,,,,,,,,,,,,,7.4,20,,,15807.0,127.0,,
SIO,01.10.1929 00:00,,,9.3,-1.4,,,,,,,,,,,,,,,,,,,48.8,114,,,7223.0,75.0,,
SIO,01.11.1929 00:00,,,4.3,-0.7,,,,,,,,,,,,,,,,,,,28.8,57,,,5889.0,103.0,,
SIO,01.12.1929 00:00,,,1.9,1.0,,,,,,,,,,,,,,,,,,,61.0,90,,,3896.0,95.0,,
SIO,01.01.1930 00:00,,,2.2,1.7,,,,,,,,,,,,,,,,,,,40.7,79,,,6198.0,111.0,,
SIO,01.02.1930 00:00,,,0.9,-1.4,,,,,,,,,,,,,,,,,,,11.8,29,,,7301.0,93.0,,
SIO,01.03.1930 00:00,,,6.2,-1.0,,,,,,,,,,,,,,,,,,,34.4,93,,,7845.0,70.0,,
SIO,01.04.1930 00:00,,,9.7,-1.6,,,,,,,,,,,,,,,,,,,49.9,148,,,9707.0,77.0,,
SIO,01.05.1930 00:00,,,12.1,-3.2,,,,,,,,,,,,,,,,,,,68.0,131,,,8912.0,65.0,,
SIO,01.06.1930 00:00,,,19.6,0.6,,,,,,,,,,,,,,,,,,,30.2,63,,,14384.0,94.0,,
SIO,01.07.1930 00:00,,,16.9,-3.7,,,,,,,,,,,,,,,,,,,89.7,145,,,13863.0,85.0,,
SIO,01.08.1930 00:00,,,17.3,-2.6,,,,,,,,,,,,,,,,,,,55.0,92,,,15253.0,102.0,,
SIO,01.09.1930 00:00,,,14.7,-1.0,,,,,,,,,,,,,,,,,,,52.4,139,,,9958.0,80.0,,
SIO,01.10.1930 00:00,,,7.9,-2.8,,,,,,,,,,,,,,,,,,,131.4,307,,,7223.0,75.0,,
SIO,01.11.1930 00:00,,,5.4,0.4,,,,,,,,,,,,,,,,,,,110.0,218,,,5505.0,96.0,,
SIO,01.12.1930 00:00,,,-0.3,-1.2,,,,,,,,,,,,,,,,,,,36.6,54,,,3298.0,80.0,,
SIO,01.01.1931 00:00,,,-1.8,-2.3,,,,,,,,,,,,,,,,,,,74.6,144,,,5223.0,93.0,,
SIO,01.02.1931 00:00,,,-1.7,-4.0,,,,,,,,,,,,,,,,,,,54.6,135,,,5988.0,76.0,,
SIO,01.03.1931 00:00,,,3.2,-4.0,,,,,,,,,,,,,,,,,,,70.4,191,,,8982.0,80.0,,
SIO,01.04.1931 00:00,,,8.7,-2.6,,,,,,,,,,,,,,,,,,,22.1,66,,,11182.0,89.0,,
SIO,01.05.1931 00:00,,,15.5,0.2,,,,,,,,,,,,,,,,,,,20.3,39,,,12608.0,92.0,,
SIO,01.06.1931 00:00,,,19.2,0.2,,,,,,,,,,,,,,,,,,,22.9,48,,,15538.0,102.0,,
SIO,01.07.1931 00:00,,,17.5,-3.1,,,,,,,,,,,,,,,,,,,59.8,97,,,13338.0,82.0,,
SIO,01.08.1931 00:00,,,15.2,-4.7,,,,,,,,,,,,,,,,,,,107.8,181,,,10429.0,70.0,,
SIO,01.09.1931 00:00,,,10.3,-5.4,,,,,,,,,,,,,,,,,,,42.1,112,,,11985.0,96.0,,
SIO,01.10.1931 00:00,,,8.8,-1.9,,,,,,,,,,,,,,,,,,,26.9,63,,,11501.0,120.0,,
SIO,01.11.1931 00:00,,,5.0,0.0,,,,,,,,,,,,,,,,,,,42.9,85,,,6153.0,107.0,,
SIO,01.12.1931 00:00,,,-2.5,-3.4,,,,,,,,,,,,,,,,,,,27.9,41,,,6499.0,158.0,,
SIO,01.01.1932 00:00,,,-0.2,-0.7,,,,,,,,,,,,,,,,,,,41.9,81,,,6171.0,110.0,,
SIO,01.02.1932 00:00,,,-2.8,-5.1,,,,,,,,,,,,,,,,,,,0.0,0,,,11934.0,152.0,,
SIO,01.03.1932 00:00,,,3.6,-3.6,,,,,,,,,,,,,,,,,,,77.3,209,,,7282.0,65.0,,
SIO,01.04.1932 00:00,,,7.5,-3.8,,,,,,,,,,,,,,,,,,,33.8,100,,,11464.0,91.0,,
SIO,01.05.1932 00:00,,,12.6,-2.7,,,,,,,,,,,,,,,,,,,93.0,179,,,11153.0,81.0,,
SIO,01.06.1932 00:00,,,16.2,-2.8,,,,,,,,,,,,,,,,,,,28.6,59,,,12495.0,82.0,,
SIO,01.07.1932 00:00,,,17.2,-3.4,,,,,,,,,,,,,,,,,,,81.3,131,,,10036.0,62.0,,
SIO,01.08.1932 00:00,,,19.6,-0.3,,,,,,,,,,,,,,,,,,,29.6,50,,,16614.0,111.0,,
SIO,01.09.1932 00:00,,,16.7,1.0,,,,,,,,,,,,,,,,,,,8.4,22,,,11667.0,94.0,,
SIO,01.10.1932 00:00,,,8.2,-2.5,,,,,,,,,,,,,,,,,,,83.2,194,,,6865.0,72.0,,
SIO,01.11.1932 00:00,,,4.0,-1.0,,,,,,,,,,,,,,,,,,,4.6,9,,,6479.0,113.0,,
SIO,01.12.1932 00:00,,,1.7,0.8,,,,,,,,,,,,,,,,,,,15.6,23,,,4810.0,117.0,,
SIO,01.01.1933 00:00,,,-2.5,-3.0,,,,,,,,,,,,,,,,,,,7.2,14,,,5759.0,103.0,,
SIO,01.02.1933 00:00,,,1.2,-1.1,,,,,,,,,,,,,,,,,,,41.1,102,,,5845.0,74.0,,
SIO,01.03.1933 00:00,,,5.8,-1.4,,,,,,,,,,,,,,,,,,,44.9,122,,,12267.0,109.0,,
SIO,01.04.1933 00:00,,,11.1,-0.2,,,,,,,,,,,,,,,,,,,12.5,37,,,15432.0,123.0,,
SIO,01.05.1933 00:00,,,13.1,-2.2,,,,,,,,,,,,,,,,,,,34.8,67,,,12161.0,88.0,,
SIO,01.06.1933 00:00,,,14.6,-4.4,,,,,,,,,,,,,,,,,,,58.3,121,,,10479.0,69.0,,
SIO,01.07.1933 00:00,,,19.4,-1.2,,,,,,,,,,,,,,,,,,,53.5,86,,,19968.0,123.0,,
SIO,01.08.1933 00:00,,,19.4,-0.5,,,,,,,,,,,,,,,,,,,28.7,48,,,19863.0,133.0,,
SIO,01.09.1933 00:00,,,15.4,-0.3,,,,,,,,,,,,,,,,,,,60.9,162,,,10260.0,82.0,,
SIO,01.10.1933 00:00,,,9.7,-1.0,,,,,,,,,,,,,,,,,,,48.4,113,,,7181.0,75.0,,
SIO,01.11.1933 00:00,,,3.4,-1.6,,,,,,,,,,,,,,,,,,,12.0,24,,,3425.0,60.0,,
SIO,01.12.1933 00:00,,,-4.9,-5.8,,,,,,,,,,,,,,,,,,,8.5,13,,,4705.0,115.0,,
SIO,01.01.1934 00:00,,,-2.3,-2.8,,,,,,,,,,,,,,,,,,,51.4,99,,,5734.0,102.0,,
SIO,01.02.1934 00:00,,,-0.1,-2.4,,,,,,,,,,,,,,,,,,,0.3,1,,,10410.0,133.0,,
SIO,01.03.1934 00:00,,,4.2,-3.0,,,,,,,,,,,,,,,,,,,47.3,128,,,7661.0,68.0,,
SIO,01.04.1934 00:00,,,11.8,0.5,,,,,,,,,,,,,,,,,,,38.2,113,,,14839.0,118.0,,
SIO,01.05.1934 00:00,,,15.9,0.6,,,,,,,,,,,,,,,,,,,16.4,32,,,16284.0,118.0,,
SIO,01.06.1934 00:00,,,17.3,-1.7,,,,,,,,,,,,,,,,,,,86.0,178,,,13041.0,86.0,,
SIO,01.07.1934 00:00,,,19.7,-0.9,,,,,,,,,,,,,,,,,,,37.4,60,,,15877.0,98.0,,
SIO,01.08.1934 00:00,,,16.8,-3.1,,,,,,,,,,,,,,,,,,,42.4,71,,,13239.0,88.0,,
SIO,01.09.1934 00:00,,,15.8,0.1,,,,,,,,,,,,,,,,,,,23.8,63,,,12750.0,102.0,,
SIO,01.10.1934 00:00,,,8.2,-2.5,,,,,,,,,,,,,,,,,,,35.3,82,,,11197.0,117.0,,
SIO,01.11.1934 00:00,,,3.2,-1.8,,,,,,,,,,,,,,,,,,,34.0,67,,,8420.0,147.0,,
SIO,01.12.1934 00:00,,,2.7,1.8,,,,,,,,,,,,,,,,,,,72.6,107,,,2800.0,68.0,,
SIO,01.01.1935 00:00,,,-3.6,-4.1,,,,,,,,,,,,,,,,,,,28.2,54,,,5524.0,99.0,,
SIO,01.02.1935 00:00,,,1.8,-0.5,,,,,,,,,,,,,,,,,,,120.7,299,,,3543.0,45.0,,
SIO,01.03.1935 00:00,,,5.2,-2.0,,,,,,,,,,,,,,,,,,,24.3,66,,,11064.0,98.0,,
SIO,01.04.1935 00:00,,,7.9,-3.4,,,,,,,,,,,,,,,,,,,79.7,236,,,6241.0,50.0,,
SIO,01.05.1935 00:00,,,12.7,-2.6,,,,,,,,,,,,,,,,,,,24.2,47,,,13213.0,96.0,,
SIO,01.06.1935 00:00,,,19.0,0.0,,,,,,,,,,,,,,,,,,,25.6,53,,,18350.0,120.0,,
SIO,01.07.1935 00:00,,,19.8,-0.8,,,,,,,,,,,,,,,,,,,36.4,59,,,21266.0,131.0,,
SIO,01.08.1935 00:00,,,16.9,-3.0,,,,,,,,,,,,,,,,,,,77.4,130,,,14651.0,98.0,,
SIO,01.09.1935 00:00,,,14.8,-0.9,,,,,,,,,,,,,,,,,,,64.3,171,,,14955.0,120.0,,
SIO,01.10.1935 00:00,,,9.2,-1.5,,,,,,,,,,,,,,,,,,,82.8,193,,,4932.0,51.0,,
SIO,01.11.1935 00:00,,,4.7,-0.3,,,,,,,,,,,,,,,,,,,44.5,88,,,4434.0,77.0,,
SIO,01.12.1935 00:00,,,-2.0,-2.9,,,,,,,,,,,,,,,,,,,139.6,206,,,1638.0,40.0,,
SIO,01.01.1936 00:00,,,3.0,2.5,,,,,,,,,,,,,,,,,,,97.4,188,,,2825.0,50.0,,
SIO,01.02.1936 00:00,,,1.6,-0.7,,,,,,,,,,,,,,,,,,,62.7,155,,,6840.0,87.0,,
SIO,01.03.1936 00:00,,,7.0,-0.2,,,,,,,,,,,,,,,,,,,12.5,34,,,9283.0,82.0,,
SIO,01.04.1936 00:00,,,8.3,-3.0,,,,,,,,,,,,,,,,,,,42.9,127,,,7822.0,62.0,,
SIO,01.05.1936 00:00,,,14.6,-0.7,,,,,,,,,,,,,,,,,,,25.0,48,,,14614.0,106.0,,
SIO,01.06.1936 00:00,,,16.4,-2.6,,,,,,,,,,,,,,,,,,,27.9,58,,,9830.0,64.0,,
SIO,01.07.1936 00:00,,,17.4,-3.2,,,,,,,,,,,,,,,,,,,60.8,98,,,12384.0,76.0,,
SIO,01.08.1936 00:00,,,17.4,-2.5,,,,,,,,,,,,,,,,,,,27.1,45,,,15522.0,104.0,,
SIO,01.09.1936 00:00,,,14.2,-1.5,,,,,,,,,,,,,,,,,,,103.7,276,,,8826.0,71.0,,
SIO,01.10.1936 00:00,,,5.7,-5.0,,,,,,,,,,,,,,,,,,,24.7,58,,,9224.0,96.0,,
SIO,01.11.1936 00:00,,,3.2,-1.8,,,,,,,,,,,,,,,,,,,50.5,100,,,5419.0,95.0,,
SIO,01.12.1936 00:00,,,0.4,-0.5,,,,,,,,,,,,,,,,,,,37.0,55,,,5835.0,142.0,,
SIO,01.01.1937 00:00,,,1.8,1.3,,,,,,,,,,,,,,,,,,,39.2,76,,,5209.0,93.0,,
SIO,01.02.1937 00:00,,,3.2,0.9,,,,,,,,,,,,,,,,,,,132.3,327,,,2702.0,34.0,,
SIO,01.03.1937 00:00,,,3.7,-3.5,,,,,,,,,,,,,,,,,,,59.2,160,,,6308.0,56.0,,
SIO,01.04.1937 00:00,,,9.7,-1.6,,,,,,,,,,,,,,,,,,,33.3,99,,,11339.0,90.0,,
SIO,01.05.1937 00:00,,,15.3,0.0,,,,,,,,,,,,,,,,,,,41.9,81,,,14231.0,103.0,,
SIO,01.06.1937 00:00,,,17.9,-1.1,,,,,,,,,,,,,,,,,,,40.1,83,,,14425.0,95.0,,
SIO,01.07.1937 00:00,,,19.4,-1.2,,,,,,,,,,,,,,,,,,,30.9,50,,,17212.0,106.0,,
SIO,01.08.1937 00:00,,,18.3,-1.6,,,,,,,,,,,,,,,,,,,43.9,74,,,13018.0,87.0,,
SIO,01.09.1937 00:00,,,13.8,-1.9,,,,,,,,,,,,,,,,,,,25.3,67,,,9708.0,78.0,,
SIO,01.10.1937 00:00,,,10.2,-0.5,,,,,,,,,,,,,,,,,,,18.9,44,,,7255.0,76.0,,
SIO,01.11.1937 00:00,,,3.3,-1.7,,,,,,,,,,,,,,,,,,,23.5,47,,,6496.0,113.0,,
SIO,01.12.1937 00:00,,,-2.6,-3.5,,,,,,,,,,,,,,,,,,,58.2,86,,,4131.0,101.0,,
SIO,01.01.1938 00:00,,,-1.1,-1.6,,,,,,,,,,,,,,,,,,,73.3,142,,,4007.0,71.0,,
SIO,01.02.1938 00:00,,,-0.4,-2.7,,,,,,,,,,,,,,,,,,,17.8,44,,,7996.0,102.0,,
SIO,01.03.1938 00:00,,,7.8,0.6,,,,,,,,,,,,,,,,,,,5.3,14,,,14524.0,129.0,,
SIO,01.04.1938 00:00,,,7.9,-3.4,,,,,,,,,,,,,,,,,,,2.9,9,,,15976.0,127.0,,
SIO,01.05.1938 00:00,,,12.5,-2.8,,,,,,,,,,,,,,,,,,,22.9,44,,,10642.0,77.0,,
SIO,01.06.1938 00:00,,,18.5,-0.5,,,,,,,,,,,,,,,,,,,63.7,132,,,16618.0,109.0,,
SIO,01.07.1938 00:00,,,18.3,-2.3,,,,,,,,,,,,,,,,,,,73.0,118,,,15252.0,94.0,,
SIO,01.08.1938 00:00,,,17.9,-2.0,,,,,,,,,,,,,,,,,,,66.6,112,,,13989.0,93.0,,
SIO,01.09.1938 00:00,,,14.8,-0.9,,,,,,,,,,,,,,,,,,,33.7,90,,,8753.0,70.0,,
SIO,01.10.1938 00:00,,,9.1,-1.6,,,,,,,,,,,,,,,,,,,31.5,74,,,9589.0,100.0,,
SIO,01.11.1938 00:00,,,5.3,0.3,,,,,,,,,,,,,,,,,,,45.0,89,,,7476.0,130.0,,
SIO,01.12.1938 00:00,,,-0.7,-1.6,,,,,,,,,,,,,,,,,,,26.5,39,,,2812.0,69.0,,
SIO,01.01.1939 00:00,,,0.2,-0.3,,,,,,,,,,,,,,,,,,,63.3,122,,,4152.0,74.0,,
SIO,01.02.1939 00:00,,,2.0,-0.3,,,,,,,,,,,,,,,,,,,3.2,8,,,8007.0,102.0,,
SIO,01.03.1939 00:00,,,2.2,-5.0,,,,,,,,,,,,,,,,,,,47.7,129,,,8531.0,76.0,,
